frame_id,processing_time_seconds
exp_60m_60fps_f28856,0.022
exp_60m_60fps_f28857,0.017
exp_60m_60fps_f28858,0.023
exp_60m_60fps_f28859,0.018
exp_60m_60fps_f28860,0.022
exp_60m_60fps_f28861,0.02
exp_60m_60fps_f28862,0.021
exp_60m_60fps_f28863,0.016
exp_60m_60fps_f28864,0.017
exp_60m_60fps_f28865,0.016
exp_60m_60fps_f28866,0.022
exp_60m_60fps_f28867,0.018
exp_60m_60fps_f28868,0.018
exp_60m_60fps_f28869,0.021
exp_60m_60fps_f28870,0.021
exp_60m_60fps_f28871,0.018
exp_60m_60fps_f28872,0.018
exp_60m_60fps_f28873,0.022
exp_60m_60fps_f28874,0.018
exp_60m_60fps_f28875,0.023
exp_60m_60fps_f28876,0.021
exp_60m_60fps_f28877,0.021
exp_60m_60fps_f28878,0.02
exp_60m_60fps_f28879,0.022
exp_60m_60fps_f28880,0.017
exp_60m_60fps_f28881,0.017
exp_60m_60fps_f28882,0.022
exp_60m_60fps_f28883,0.017
exp_60m_60fps_f28884,0.02
exp_60m_60fps_f28885,0.021
exp_60m_60fps_f28886,0.022
exp_60m_60fps_f28887,0.022
exp_60m_60fps_f28888,0.019
exp_60m_60fps_f28889,0.022
exp_60m_60fps_f28890,0.02
exp_60m_60fps_f28891,0.017
exp_60m_60fps_f28892,0.018
exp_60m_60fps_f28893,0.024
exp_60m_60fps_f28894,0.021
exp_60m_60fps_f28895,0.017
exp_60m_60fps_f28896,0.024
exp_60m_60fps_f28897,0.023
exp_60m_60fps_f28898,0.018
exp_60m_60fps_f28899,0.02
exp_60m_60fps_f28900,0.023
exp_60m_60fps_f28901,0.023
exp_60m_60fps_f28902,0.023
exp_60m_60fps_f28903,0.019
exp_60m_60fps_f28904,0.019
exp_60m_60fps_f28905,0.021
exp_60m_60fps_f28906,0.023
exp_60m_60fps_f28907,0.016
exp_60m_60fps_f28908,0.018
exp_60m_60fps_f28909,0.018
exp_60m_60fps_f28910,0.022
exp_60m_60fps_f28911,0.019
exp_60m_60fps_f28912,0.023
exp_60m_60fps_f28913,0.016
exp_60m_60fps_f28914,0.021
exp_60m_60fps_f28915,0.023
exp_60m_60fps_f28916,0.019
exp_60m_60fps_f28917,0.02
exp_60m_60fps_f28918,0.022
exp_60m_60fps_f28919,0.023
exp_60m_60fps_f28920,0.02
exp_60m_60fps_f28921,0.021
exp_60m_60fps_f28922,0.02
exp_60m_60fps_f28923,0.021
exp_60m_60fps_f28924,0.022
exp_60m_60fps_f28925,0.018
exp_60m_60fps_f28926,0.024
exp_60m_60fps_f28927,0.022
exp_60m_60fps_f28928,0.021
exp_60m_60fps_f28929,0.02
exp_60m_60fps_f28930,0.017
exp_60m_60fps_f28931,0.02
exp_60m_60fps_f28932,0.017
exp_60m_60fps_f28933,0.023
exp_60m_60fps_f28934,0.023
exp_60m_60fps_f28935,0.019
exp_60m_60fps_f28936,0.018
exp_60m_60fps_f28937,0.021
exp_60m_60fps_f28938,0.021
exp_60m_60fps_f28939,0.023
exp_60m_60fps_f28940,0.023
exp_60m_60fps_f28941,0.02
exp_60m_60fps_f28942,0.018
exp_60m_60fps_f28943,0.019
exp_60m_60fps_f28944,0.02
exp_60m_60fps_f28945,0.022
exp_60m_60fps_f28946,0.022
exp_60m_60fps_f28947,0.017
exp_60m_60fps_f28948,0.017
exp_60m_60fps_f28949,0.02
exp_60m_60fps_f28950,0.016
exp_60m_60fps_f28951,0.022
exp_60m_60fps_f28952,0.018
exp_60m_60fps_f28953,0.021
exp_60m_60fps_f28954,0.021
exp_60m_60fps_f28955,0.021
exp_60m_60fps_f28956,0.02
exp_60m_60fps_f28957,0.02
exp_60m_60fps_f28958,0.02
exp_60m_60fps_f28959,0.019
exp_60m_60fps_f28960,0.019
exp_60m_60fps_f28961,0.021
exp_60m_60fps_f28962,0.018
exp_60m_60fps_f28963,0.016
exp_60m_60fps_f28964,0.02
exp_60m_60fps_f28965,0.022
exp_60m_60fps_f28966,0.016
exp_60m_60fps_f28967,0.019
exp_60m_60fps_f28968,0.022
exp_60m_60fps_f28969,0.019
exp_60m_60fps_f28970,0.021
exp_60m_60fps_f28971,0.019
exp_60m_60fps_f28972,0.021
exp_60m_60fps_f28973,0.023
exp_60m_60fps_f28974,0.019
exp_60m_60fps_f28975,0.02
exp_60m_60fps_f28976,0.018
exp_60m_60fps_f28977,0.02
exp_60m_60fps_f28978,0.023
exp_60m_60fps_f28979,0.02
exp_60m_60fps_f28980,0.021
exp_60m_60fps_f28981,0.023
exp_60m_60fps_f28982,0.021
exp_60m_60fps_f28983,0.023
exp_60m_60fps_f28984,0.018
exp_60m_60fps_f28985,0.016
exp_60m_60fps_f28986,0.019
exp_60m_60fps_f28987,0.023
exp_60m_60fps_f28988,0.019
exp_60m_60fps_f28989,0.02
exp_60m_60fps_f28990,0.016
exp_60m_60fps_f28991,0.019
exp_60m_60fps_f28992,0.024
exp_60m_60fps_f28993,0.018
exp_60m_60fps_f28994,0.016
exp_60m_60fps_f28995,0.016
exp_60m_60fps_f28996,0.022
exp_60m_60fps_f28997,0.019
exp_60m_60fps_f28998,0.019
exp_60m_60fps_f28999,0.019
exp_60m_60fps_f29000,0.023
exp_60m_60fps_f29001,0.02
exp_60m_60fps_f29002,0.018
exp_60m_60fps_f29003,0.021
exp_60m_60fps_f29004,0.017
exp_60m_60fps_f29005,0.016
exp_60m_60fps_f29006,0.016
exp_60m_60fps_f29007,0.021
exp_60m_60fps_f29008,0.019
exp_60m_60fps_f29009,0.023
exp_60m_60fps_f29010,0.021
exp_60m_60fps_f29011,0.016
exp_60m_60fps_f29012,0.018
exp_60m_60fps_f29013,0.018
exp_60m_60fps_f29014,0.021
exp_60m_60fps_f29015,0.017
exp_60m_60fps_f29016,0.023
exp_60m_60fps_f29017,0.017
exp_60m_60fps_f29018,0.019
exp_60m_60fps_f29019,0.019
exp_60m_60fps_f29020,0.016
exp_60m_60fps_f29021,0.023
exp_60m_60fps_f29022,0.021
exp_60m_60fps_f29023,0.021
exp_60m_60fps_f29024,0.02
exp_60m_60fps_f29025,0.02
exp_60m_60fps_f29026,0.018
exp_60m_60fps_f29027,0.023
exp_60m_60fps_f29028,0.023
exp_60m_60fps_f29029,0.021
exp_60m_60fps_f29030,0.022
exp_60m_60fps_f29031,0.018
exp_60m_60fps_f29032,0.019
exp_60m_60fps_f29033,0.023
exp_60m_60fps_f29034,0.018
exp_60m_60fps_f29035,0.022
exp_60m_60fps_f29036,0.017
exp_60m_60fps_f29037,0.018
exp_60m_60fps_f29038,0.019
exp_60m_60fps_f29039,0.022
exp_60m_60fps_f29040,0.017
exp_60m_60fps_f29041,0.022
exp_60m_60fps_f29042,0.021
exp_60m_60fps_f29043,0.021
exp_60m_60fps_f29044,0.022
exp_60m_60fps_f29045,0.023
exp_60m_60fps_f29046,0.016
exp_60m_60fps_f29047,0.017
exp_60m_60fps_f29048,0.018
exp_60m_60fps_f29049,0.022
exp_60m_60fps_f29050,0.02
exp_60m_60fps_f29051,0.016
exp_60m_60fps_f29052,0.02
exp_60m_60fps_f29053,0.016
exp_60m_60fps_f29054,0.024
exp_60m_60fps_f29055,0.022
exp_60m_60fps_f29056,0.016
exp_60m_60fps_f29057,0.023
exp_60m_60fps_f29058,0.02
exp_60m_60fps_f29059,0.017
exp_60m_60fps_f29060,0.021
exp_60m_60fps_f29061,0.023
exp_60m_60fps_f29062,0.018
exp_60m_60fps_f29063,0.016
exp_60m_60fps_f29064,0.016
exp_60m_60fps_f29065,0.022
exp_60m_60fps_f29066,0.024
exp_60m_60fps_f29067,0.021
exp_60m_60fps_f29068,0.018
exp_60m_60fps_f29069,0.022
exp_60m_60fps_f29070,0.017
exp_60m_60fps_f29071,0.023
exp_60m_60fps_f29072,0.016
exp_60m_60fps_f29073,0.02
exp_60m_60fps_f29074,0.021
exp_60m_60fps_f29075,0.017
exp_60m_60fps_f29076,0.019
exp_60m_60fps_f29077,0.023
exp_60m_60fps_f29078,0.017
exp_60m_60fps_f29079,0.017
exp_60m_60fps_f29080,0.018
exp_60m_60fps_f29081,0.017
exp_60m_60fps_f29082,0.024
exp_60m_60fps_f29083,0.017
exp_60m_60fps_f29084,0.019
exp_60m_60fps_f29085,0.017
exp_60m_60fps_f29086,0.022
exp_60m_60fps_f29087,0.017
exp_60m_60fps_f29088,0.017
exp_60m_60fps_f29089,0.023
exp_60m_60fps_f29090,0.022
exp_60m_60fps_f29091,0.018
exp_60m_60fps_f29092,0.023
exp_60m_60fps_f29093,0.022
exp_60m_60fps_f29094,0.016
exp_60m_60fps_f29095,0.019
exp_60m_60fps_f29096,0.017
exp_60m_60fps_f29097,0.021
exp_60m_60fps_f29098,0.021
exp_60m_60fps_f29099,0.023
exp_60m_60fps_f29100,0.022
exp_60m_60fps_f29101,0.017
exp_60m_60fps_f29102,0.019
exp_60m_60fps_f29103,0.018
exp_60m_60fps_f29104,0.017
exp_60m_60fps_f29105,0.022
exp_60m_60fps_f29106,0.022
exp_60m_60fps_f29107,0.023
exp_60m_60fps_f29108,0.022
exp_60m_60fps_f29109,0.021
exp_60m_60fps_f29110,0.022
exp_60m_60fps_f29111,0.02
exp_60m_60fps_f29112,0.022
exp_60m_60fps_f29113,0.017
exp_60m_60fps_f29114,0.019
exp_60m_60fps_f29115,0.016
exp_60m_60fps_f29116,0.019
exp_60m_60fps_f29117,0.016
exp_60m_60fps_f29118,0.017
exp_60m_60fps_f29119,0.022
exp_60m_60fps_f29120,0.022
exp_60m_60fps_f29121,0.022
exp_60m_60fps_f29122,0.018
exp_60m_60fps_f29123,0.02
exp_60m_60fps_f29124,0.023
exp_60m_60fps_f29125,0.02
exp_60m_60fps_f29126,0.017
exp_60m_60fps_f29127,0.016
exp_60m_60fps_f29128,0.022
exp_60m_60fps_f29129,0.019
exp_60m_60fps_f29130,0.022
exp_60m_60fps_f29131,0.018
exp_60m_60fps_f29132,0.017
exp_60m_60fps_f29133,0.019
exp_60m_60fps_f29134,0.018
exp_60m_60fps_f29135,0.018
exp_60m_60fps_f29136,0.017
exp_60m_60fps_f29137,0.02
exp_60m_60fps_f29138,0.023
exp_60m_60fps_f29139,0.021
exp_60m_60fps_f29140,0.018
exp_60m_60fps_f29141,0.019
exp_60m_60fps_f29142,0.017
exp_60m_60fps_f29143,0.018
exp_60m_60fps_f29144,0.019
exp_60m_60fps_f29145,0.021
exp_60m_60fps_f29146,0.019
exp_60m_60fps_f29147,0.023
exp_60m_60fps_f29148,0.018
exp_60m_60fps_f29149,0.021
exp_60m_60fps_f29150,0.018
exp_60m_60fps_f29151,0.018
exp_60m_60fps_f29152,0.021
exp_60m_60fps_f29153,0.023
exp_60m_60fps_f29154,0.023
exp_60m_60fps_f29155,0.016
exp_60m_60fps_f29156,0.017
exp_60m_60fps_f29157,0.019
exp_60m_60fps_f29158,0.02
exp_60m_60fps_f29159,0.022
exp_60m_60fps_f29160,0.018
exp_60m_60fps_f29161,0.019
exp_60m_60fps_f29162,0.023
exp_60m_60fps_f29163,0.02
exp_60m_60fps_f29164,0.022
exp_60m_60fps_f29165,0.021
exp_60m_60fps_f29166,0.019
exp_60m_60fps_f29167,0.023
exp_60m_60fps_f29168,0.017
exp_60m_60fps_f29169,0.022
exp_60m_60fps_f29170,0.023
exp_60m_60fps_f29171,0.019
exp_60m_60fps_f29172,0.023
exp_60m_60fps_f29173,0.019
exp_60m_60fps_f29174,0.023
exp_60m_60fps_f29175,0.019
exp_60m_60fps_f29176,0.021
exp_60m_60fps_f29177,0.02
exp_60m_60fps_f29178,0.018
exp_60m_60fps_f29179,0.02
exp_60m_60fps_f29180,0.023
exp_60m_60fps_f29181,0.023
exp_60m_60fps_f29182,0.02
exp_60m_60fps_f29183,0.019
exp_60m_60fps_f29184,0.02
exp_60m_60fps_f29185,0.019
exp_60m_60fps_f29186,0.024
exp_60m_60fps_f29187,0.018
exp_60m_60fps_f29188,0.023
exp_60m_60fps_f29189,0.016
exp_60m_60fps_f29190,0.019
exp_60m_60fps_f29191,0.023
exp_60m_60fps_f29192,0.02
exp_60m_60fps_f29193,0.016
exp_60m_60fps_f29194,0.023
exp_60m_60fps_f29195,0.023
exp_60m_60fps_f29196,0.016
exp_60m_60fps_f29197,0.018
exp_60m_60fps_f29198,0.019
exp_60m_60fps_f29199,0.022
exp_60m_60fps_f29200,0.018
exp_60m_60fps_f29201,0.019
exp_60m_60fps_f29202,0.019
exp_60m_60fps_f29203,0.02
exp_60m_60fps_f29204,0.017
exp_60m_60fps_f29205,0.021
exp_60m_60fps_f29206,0.017
exp_60m_60fps_f29207,0.022
exp_60m_60fps_f29208,0.019
exp_60m_60fps_f29209,0.02
exp_60m_60fps_f29210,0.018
exp_60m_60fps_f29211,0.022
exp_60m_60fps_f29212,0.017
exp_60m_60fps_f29213,0.02
exp_60m_60fps_f29214,0.02
exp_60m_60fps_f29215,0.018
exp_60m_60fps_f29216,0.018
exp_60m_60fps_f29217,0.022
exp_60m_60fps_f29218,0.023
exp_60m_60fps_f29219,0.019
exp_60m_60fps_f29220,0.021
exp_60m_60fps_f29221,0.019
exp_60m_60fps_f29222,0.023
exp_60m_60fps_f29223,0.022
exp_60m_60fps_f29224,0.02
exp_60m_60fps_f29225,0.018
exp_60m_60fps_f29226,0.023
exp_60m_60fps_f29227,0.021
exp_60m_60fps_f29228,0.016
exp_60m_60fps_f29229,0.023
exp_60m_60fps_f29230,0.021
exp_60m_60fps_f29231,0.021
exp_60m_60fps_f29232,0.02
exp_60m_60fps_f29233,0.023
exp_60m_60fps_f29234,0.019
exp_60m_60fps_f29235,0.021
exp_60m_60fps_f29236,0.021
exp_60m_60fps_f29237,0.017
exp_60m_60fps_f29238,0.023
exp_60m_60fps_f29239,0.023
exp_60m_60fps_f29240,0.019
exp_60m_60fps_f29241,0.021
exp_60m_60fps_f29242,0.021
exp_60m_60fps_f29243,0.022
exp_60m_60fps_f29244,0.019
exp_60m_60fps_f29245,0.016
exp_60m_60fps_f29246,0.019
exp_60m_60fps_f29247,0.018
exp_60m_60fps_f29248,0.02
exp_60m_60fps_f29249,0.021
exp_60m_60fps_f29250,0.017
exp_60m_60fps_f29251,0.018
exp_60m_60fps_f29252,0.021
exp_60m_60fps_f29253,0.023
exp_60m_60fps_f29254,0.023
exp_60m_60fps_f29255,0.019
exp_60m_60fps_f29256,0.017
exp_60m_60fps_f29257,0.021
exp_60m_60fps_f29258,0.017
exp_60m_60fps_f29259,0.017
exp_60m_60fps_f29260,0.019
exp_60m_60fps_f29261,0.019
exp_60m_60fps_f29262,0.016
exp_60m_60fps_f29263,0.022
exp_60m_60fps_f29264,0.019
exp_60m_60fps_f29265,0.017
exp_60m_60fps_f29266,0.023
exp_60m_60fps_f29267,0.021
exp_60m_60fps_f29268,0.022
exp_60m_60fps_f29269,0.022
exp_60m_60fps_f29270,0.022
exp_60m_60fps_f29271,0.02
exp_60m_60fps_f29272,0.022
exp_60m_60fps_f29273,0.023
exp_60m_60fps_f29274,0.02
exp_60m_60fps_f29275,0.02
exp_60m_60fps_f29276,0.022
exp_60m_60fps_f29277,0.022
exp_60m_60fps_f29278,0.017
exp_60m_60fps_f29279,0.018
exp_60m_60fps_f29280,0.022
exp_60m_60fps_f29281,0.016
exp_60m_60fps_f29282,0.018
exp_60m_60fps_f29283,0.02
exp_60m_60fps_f29284,0.022
exp_60m_60fps_f29285,0.019
exp_60m_60fps_f29286,0.017
exp_60m_60fps_f29287,0.018
exp_60m_60fps_f29288,0.022
exp_60m_60fps_f29289,0.018
exp_60m_60fps_f29290,0.02
exp_60m_60fps_f29291,0.018
exp_60m_60fps_f29292,0.018
exp_60m_60fps_f29293,0.022
exp_60m_60fps_f29294,0.017
exp_60m_60fps_f29295,0.021
exp_60m_60fps_f29296,0.021
exp_60m_60fps_f29297,0.017
exp_60m_60fps_f29298,0.019
exp_60m_60fps_f29299,0.017
exp_60m_60fps_f29300,0.016
exp_60m_60fps_f29301,0.021
exp_60m_60fps_f29302,0.021
exp_60m_60fps_f29303,0.022
exp_60m_60fps_f29304,0.022
exp_60m_60fps_f29305,0.019
exp_60m_60fps_f29306,0.023
exp_60m_60fps_f29307,0.02
exp_60m_60fps_f29308,0.021
exp_60m_60fps_f29309,0.023
exp_60m_60fps_f29310,0.023
exp_60m_60fps_f29311,0.016
exp_60m_60fps_f29312,0.016
exp_60m_60fps_f29313,0.02
exp_60m_60fps_f29314,0.019
exp_60m_60fps_f29315,0.018
exp_60m_60fps_f29316,0.02
exp_60m_60fps_f29317,0.022
exp_60m_60fps_f29318,0.016
exp_60m_60fps_f29319,0.022
exp_60m_60fps_f29320,0.023
exp_60m_60fps_f29321,0.017
exp_60m_60fps_f29322,0.019
exp_60m_60fps_f29323,0.021
exp_60m_60fps_f29324,0.018
exp_60m_60fps_f29325,0.019
exp_60m_60fps_f29326,0.016
exp_60m_60fps_f29327,0.023
exp_60m_60fps_f29328,0.023
exp_60m_60fps_f29329,0.017
exp_60m_60fps_f29330,0.021
exp_60m_60fps_f29331,0.019
exp_60m_60fps_f29332,0.017
exp_60m_60fps_f29333,0.023
exp_60m_60fps_f29334,0.017
exp_60m_60fps_f29335,0.021
exp_60m_60fps_f29336,0.022
exp_60m_60fps_f29337,0.023
exp_60m_60fps_f29338,0.02
exp_60m_60fps_f29339,0.02
exp_60m_60fps_f29340,0.02
exp_60m_60fps_f29341,0.017
exp_60m_60fps_f29342,0.021
exp_60m_60fps_f29343,0.018
exp_60m_60fps_f29344,0.02
exp_60m_60fps_f29345,0.022
exp_60m_60fps_f29346,0.017
exp_60m_60fps_f29347,0.02
exp_60m_60fps_f29348,0.023
exp_60m_60fps_f29349,0.021
exp_60m_60fps_f29350,0.016
exp_60m_60fps_f29351,0.016
exp_60m_60fps_f29352,0.018
exp_60m_60fps_f29353,0.019
exp_60m_60fps_f29354,0.019
exp_60m_60fps_f29355,0.023
exp_60m_60fps_f29356,0.02
exp_60m_60fps_f29357,0.021
exp_60m_60fps_f29358,0.018
exp_60m_60fps_f29359,0.023
exp_60m_60fps_f29360,0.02
exp_60m_60fps_f29361,0.023
exp_60m_60fps_f29362,0.016
exp_60m_60fps_f29363,0.022
exp_60m_60fps_f29364,0.02
exp_60m_60fps_f29365,0.016
exp_60m_60fps_f29366,0.023
exp_60m_60fps_f29367,0.017
exp_60m_60fps_f29368,0.016
exp_60m_60fps_f29369,0.016
exp_60m_60fps_f29370,0.023
exp_60m_60fps_f29371,0.016
exp_60m_60fps_f29372,0.019
exp_60m_60fps_f29373,0.016
exp_60m_60fps_f29374,0.021
exp_60m_60fps_f29375,0.022
exp_60m_60fps_f29376,0.02
exp_60m_60fps_f29377,0.022
exp_60m_60fps_f29378,0.016
exp_60m_60fps_f29379,0.02
exp_60m_60fps_f29380,0.017
exp_60m_60fps_f29381,0.021
exp_60m_60fps_f29382,0.018
exp_60m_60fps_f29383,0.02
exp_60m_60fps_f29384,0.023
exp_60m_60fps_f29385,0.018
exp_60m_60fps_f29386,0.017
exp_60m_60fps_f29387,0.022
exp_60m_60fps_f29388,0.02
exp_60m_60fps_f29389,0.023
exp_60m_60fps_f29390,0.017
exp_60m_60fps_f29391,0.018
exp_60m_60fps_f29392,0.02
exp_60m_60fps_f29393,0.022
exp_60m_60fps_f29394,0.021
exp_60m_60fps_f29395,0.019
exp_60m_60fps_f29396,0.022
exp_60m_60fps_f29397,0.017
exp_60m_60fps_f29398,0.019
exp_60m_60fps_f29399,0.02
exp_60m_60fps_f29400,0.017
exp_60m_60fps_f29401,0.019
exp_60m_60fps_f29402,0.02
exp_60m_60fps_f29403,0.019
exp_60m_60fps_f29404,0.017
exp_60m_60fps_f29405,0.022
exp_60m_60fps_f29406,0.017
exp_60m_60fps_f29407,0.022
exp_60m_60fps_f29408,0.016
exp_60m_60fps_f29409,0.023
exp_60m_60fps_f29410,0.016
exp_60m_60fps_f29411,0.021
exp_60m_60fps_f29412,0.02
exp_60m_60fps_f29413,0.022
exp_60m_60fps_f29414,0.017
exp_60m_60fps_f29415,0.017
exp_60m_60fps_f29416,0.023
exp_60m_60fps_f29417,0.019
exp_60m_60fps_f29418,0.022
exp_60m_60fps_f29419,0.018
exp_60m_60fps_f29420,0.021
exp_60m_60fps_f29421,0.02
exp_60m_60fps_f29422,0.023
exp_60m_60fps_f29423,0.018
exp_60m_60fps_f29424,0.023
exp_60m_60fps_f29425,0.018
exp_60m_60fps_f29426,0.019
exp_60m_60fps_f29427,0.02
exp_60m_60fps_f29428,0.022
exp_60m_60fps_f29429,0.021
exp_60m_60fps_f29430,0.021
exp_60m_60fps_f29431,0.02
exp_60m_60fps_f29432,0.016
exp_60m_60fps_f29433,0.022
exp_60m_60fps_f29434,0.018
exp_60m_60fps_f29435,0.023
exp_60m_60fps_f29436,0.02
exp_60m_60fps_f29437,0.019
exp_60m_60fps_f29438,0.023
exp_60m_60fps_f29439,0.022
exp_60m_60fps_f29440,0.017
exp_60m_60fps_f29441,0.021
exp_60m_60fps_f29442,0.016
exp_60m_60fps_f29443,0.02
exp_60m_60fps_f29444,0.021
exp_60m_60fps_f29445,0.022
exp_60m_60fps_f29446,0.022
exp_60m_60fps_f29447,0.023
exp_60m_60fps_f29448,0.022
exp_60m_60fps_f29449,0.023
exp_60m_60fps_f29450,0.016
exp_60m_60fps_f29451,0.021
exp_60m_60fps_f29452,0.023
exp_60m_60fps_f29453,0.019
exp_60m_60fps_f29454,0.02
exp_60m_60fps_f29455,0.018
exp_60m_60fps_f29456,0.021
exp_60m_60fps_f29457,0.017
exp_60m_60fps_f29458,0.016
exp_60m_60fps_f29459,0.02
exp_60m_60fps_f29460,0.022
exp_60m_60fps_f29461,0.022
exp_60m_60fps_f29462,0.016
exp_60m_60fps_f29463,0.02
exp_60m_60fps_f29464,0.022
exp_60m_60fps_f29465,0.019
exp_60m_60fps_f29466,0.022
exp_60m_60fps_f29467,0.021
exp_60m_60fps_f29468,0.022
exp_60m_60fps_f29469,0.021
exp_60m_60fps_f29470,0.017
exp_60m_60fps_f29471,0.021
exp_60m_60fps_f29472,0.022
exp_60m_60fps_f29473,0.018
exp_60m_60fps_f29474,0.023
exp_60m_60fps_f29475,0.016
exp_60m_60fps_f29476,0.023
exp_60m_60fps_f29477,0.02
exp_60m_60fps_f29478,0.02
exp_60m_60fps_f29479,0.016
exp_60m_60fps_f29480,0.018
exp_60m_60fps_f29481,0.022
exp_60m_60fps_f29482,0.018
exp_60m_60fps_f29483,0.024
exp_60m_60fps_f29484,0.022
exp_60m_60fps_f29485,0.023
exp_60m_60fps_f29486,0.023
exp_60m_60fps_f29487,0.017
exp_60m_60fps_f29488,0.019
exp_60m_60fps_f29489,0.016
exp_60m_60fps_f29490,0.019
exp_60m_60fps_f29491,0.02
exp_60m_60fps_f29492,0.017
exp_60m_60fps_f29493,0.023
exp_60m_60fps_f29494,0.022
exp_60m_60fps_f29495,0.017
exp_60m_60fps_f29496,0.017
exp_60m_60fps_f29497,0.022
exp_60m_60fps_f29498,0.024
exp_60m_60fps_f29499,0.018
exp_60m_60fps_f29500,0.022
exp_60m_60fps_f29501,0.016
exp_60m_60fps_f29502,0.021
exp_60m_60fps_f29503,0.023
exp_60m_60fps_f29504,0.023
exp_60m_60fps_f29505,0.016
exp_60m_60fps_f29506,0.017
exp_60m_60fps_f29507,0.022
exp_60m_60fps_f29508,0.016
exp_60m_60fps_f29509,0.018
exp_60m_60fps_f29510,0.019
exp_60m_60fps_f29511,0.016
exp_60m_60fps_f29512,0.018
exp_60m_60fps_f29513,0.02
exp_60m_60fps_f29514,0.022
exp_60m_60fps_f29515,0.023
exp_60m_60fps_f29516,0.018
exp_60m_60fps_f29517,0.019
exp_60m_60fps_f29518,0.021
exp_60m_60fps_f29519,0.017
exp_60m_60fps_f29520,0.02
exp_60m_60fps_f29521,0.023
exp_60m_60fps_f29522,0.02
exp_60m_60fps_f29523,0.019
exp_60m_60fps_f29524,0.023
exp_60m_60fps_f29525,0.021
exp_60m_60fps_f29526,0.018
exp_60m_60fps_f29527,0.022
exp_60m_60fps_f29528,0.018
exp_60m_60fps_f29529,0.018
exp_60m_60fps_f29530,0.024
exp_60m_60fps_f29531,0.017
exp_60m_60fps_f29532,0.022
exp_60m_60fps_f29533,0.02
exp_60m_60fps_f29534,0.019
exp_60m_60fps_f29535,0.022
exp_60m_60fps_f29536,0.022
exp_60m_60fps_f29537,0.017
exp_60m_60fps_f29538,0.023
exp_60m_60fps_f29539,0.022
exp_60m_60fps_f29540,0.018
exp_60m_60fps_f29541,0.022
exp_60m_60fps_f29542,0.022
exp_60m_60fps_f29543,0.018
exp_60m_60fps_f29544,0.016
exp_60m_60fps_f29545,0.02
exp_60m_60fps_f29546,0.017
exp_60m_60fps_f29547,0.023
exp_60m_60fps_f29548,0.02
exp_60m_60fps_f29549,0.017
exp_60m_60fps_f29550,0.017
exp_60m_60fps_f29551,0.021
exp_60m_60fps_f29552,0.021
exp_60m_60fps_f29553,0.019
exp_60m_60fps_f29554,0.021
exp_60m_60fps_f29555,0.022
exp_60m_60fps_f29556,0.021
exp_60m_60fps_f29557,0.016
exp_60m_60fps_f29558,0.02
exp_60m_60fps_f29559,0.016
exp_60m_60fps_f29560,0.017
exp_60m_60fps_f29561,0.021
exp_60m_60fps_f29562,0.022
exp_60m_60fps_f29563,0.022
exp_60m_60fps_f29564,0.02
exp_60m_60fps_f29565,0.022
exp_60m_60fps_f29566,0.016
exp_60m_60fps_f29567,0.016
exp_60m_60fps_f29568,0.019
exp_60m_60fps_f29569,0.021
exp_60m_60fps_f29570,0.017
exp_60m_60fps_f29571,0.018
exp_60m_60fps_f29572,0.022
exp_60m_60fps_f29573,0.021
exp_60m_60fps_f29574,0.021
exp_60m_60fps_f29575,0.022
exp_60m_60fps_f29576,0.019
exp_60m_60fps_f29577,0.017
exp_60m_60fps_f29578,0.021
exp_60m_60fps_f29579,0.017
exp_60m_60fps_f29580,0.022
exp_60m_60fps_f29581,0.019
exp_60m_60fps_f29582,0.024
exp_60m_60fps_f29583,0.021
exp_60m_60fps_f29584,0.023
exp_60m_60fps_f29585,0.02
exp_60m_60fps_f29586,0.02
exp_60m_60fps_f29587,0.021
exp_60m_60fps_f29588,0.023
exp_60m_60fps_f29589,0.016
exp_60m_60fps_f29590,0.023
exp_60m_60fps_f29591,0.017
exp_60m_60fps_f29592,0.016
exp_60m_60fps_f29593,0.018
exp_60m_60fps_f29594,0.016
exp_60m_60fps_f29595,0.022
exp_60m_60fps_f29596,0.021
exp_60m_60fps_f29597,0.022
exp_60m_60fps_f29598,0.023
exp_60m_60fps_f29599,0.018
exp_60m_60fps_f29600,0.018
exp_60m_60fps_f29601,0.02
exp_60m_60fps_f29602,0.022
exp_60m_60fps_f29603,0.023
exp_60m_60fps_f29604,0.018
exp_60m_60fps_f29605,0.018
exp_60m_60fps_f29606,0.016
exp_60m_60fps_f29607,0.02
exp_60m_60fps_f29608,0.016
exp_60m_60fps_f29609,0.023
exp_60m_60fps_f29610,0.023
exp_60m_60fps_f29611,0.02
exp_60m_60fps_f29612,0.017
exp_60m_60fps_f29613,0.017
exp_60m_60fps_f29614,0.017
exp_60m_60fps_f29615,0.018
exp_60m_60fps_f29616,0.02
exp_60m_60fps_f29617,0.016
exp_60m_60fps_f29618,0.018
exp_60m_60fps_f29619,0.022
exp_60m_60fps_f29620,0.018
exp_60m_60fps_f29621,0.023
exp_60m_60fps_f29622,0.021
exp_60m_60fps_f29623,0.022
exp_60m_60fps_f29624,0.021
exp_60m_60fps_f29625,0.022
exp_60m_60fps_f29626,0.023
exp_60m_60fps_f29627,0.016
exp_60m_60fps_f29628,0.021
exp_60m_60fps_f29629,0.02
exp_60m_60fps_f29630,0.021
exp_60m_60fps_f29631,0.023
exp_60m_60fps_f29632,0.021
